Product Name,Time,Day,Price,Quantity,Stock Remaining
D-Mart Premia Rajma Chitra 1kg,2026-06-06 16:22:00,Saturday,155.0,1,139
Fortune Sona Masoori Rice 5kg,2026-06-06 16:28:00,Saturday,340.0,1,128
Saffola Masala Oats Classic 500g,2026-06-06 16:31:00,Saturday,160.0,1,127
Homelite Safety Matchbox (10-Pack bundle),2026-06-06 16:35:00,Saturday,20.0,2,141
Haldiram's Alu Bhujia 400g,2026-06-06 16:38:00,Saturday,110.0,1,83
Harpic Toilet Cleaner Original 1L,2026-06-06 16:39:00,Saturday,195.0,2,162
Cadbury Dairy Milk Silk Chocolate 150g,2026-06-06 16:44:00,Saturday,175.0,2,200
Vim Lemon Dishwash Liquid Gel 500ml,2026-06-06 16:46:00,Saturday,115.0,1,100
Yippee Magic Masala Noodles 6-Pack,2026-06-06 16:48:00,Saturday,85.0,3,183
D-Mart Premia Moong Dal Chilka 1kg,2026-06-06 16:51:00,Saturday,130.0,1,175
Dettol Antiseptic Liquid Bottle 500ml,2026-06-06 16:53:00,Saturday,210.0,1,147
Balaji Wafers Simply Salted 100g,2026-06-06 16:55:00,Saturday,40.0,2,252
D-Mart Premia Urad Dal White split 1kg,2026-06-06 16:55:00,Saturday,150.0,1,93
Haldiram's Cornflakes Mixture 400g,2026-06-06 16:57:00,Saturday,120.0,1,101
Amul Taaza Toned Milk 1L,2026-06-06 17:00:00,Saturday,56.0,1,179
Kinley Water Bottle 1L,2026-06-06 17:02:00,Saturday,20.0,1,256
Maggi Hot & Sweet Chilli Tomato Sauce 1kg,2026-06-06 17:10:00,Saturday,170.0,1,180
Paper Boat Aam Panna Drink 250ml,2026-06-06 17:11:00,Saturday,35.0,1,191
D-Mart Premia Walnuts (Akhrot) 250g,2026-06-06 17:11:00,Saturday,350.0,1,144
Everest Turmeric Powder 200g,2026-06-06 17:12:00,Saturday,55.0,1,104
Haldiram's Gulab Jamun Tin 1kg,2026-06-06 17:14:00,Saturday,240.0,3,186
Perk Chocolate Wafer Bar 15g,2026-06-06 17:17:00,Saturday,10.0,1,170
Ching's Secret Hakka Noodles 150g,2026-06-06 17:18:00,Saturday,40.0,2,186
Gits Gulab Jamun Mix 200g,2026-06-06 17:19:00,Saturday,115.0,3,128
Fortune Chakki Fresh Atta 10kg,2026-06-06 17:23:00,Saturday,490.0,1,259
D-Mart Premia Almonds (Badam) 500g,2026-06-06 17:25:00,Saturday,450.0,1,144
Everest Tikhalal Chilli Powder 200g,2026-06-06 17:27:00,Saturday,115.0,1,122
D-Mart Premia Sugar 1kg,2026-06-06 17:33:00,Saturday,48.0,1,241
Cycle Three In One Agarbatti (Incense) 100 Sticks,2026-06-06 17:34:00,Saturday,70.0,1,161
Gemini Vanaspati Ghee 1L,2026-06-06 17:41:00,Saturday,120.0,1,178
D-Mart Premia Maida 1kg,2026-06-06 17:44:00,Saturday,45.0,1,109
Rin Laundry Detergent Bar (4-Pack),2026-06-06 17:46:00,Saturday,40.0,1,116
Parachute Pure Coconut Oil 500ml,2026-06-06 17:48:00,Saturday,190.0,1,100
Haldiram's Panchrattan Mixture 400g,2026-06-06 17:49:00,Saturday,130.0,3,206
Dettol Liquid Handwash Original Refill 1.5L,2026-06-06 17:52:00,Saturday,230.0,2,146
Lay's India's Magic Masala Chips 90g,2026-06-06 17:54:00,Saturday,20.0,1,160
D-Mart Premia Chawli (Black Eyed) 1kg,2026-06-06 17:55:00,Saturday,110.0,1,87
Haldiram's Rasgulla Tin 1kg,2026-06-06 17:56:00,Saturday,240.0,1,80
Pril Lime Liquid Dishwash 425ml,2026-06-06 17:59:00,Saturday,105.0,2,174
Britannia Brown Bread 400g,2026-06-06 18:01:00,Saturday,50.0,1,292
Pepsi Soft Drink 2L,2026-06-06 18:06:00,Saturday,90.0,1,160
Dettol Antiseptic Liquid Bottle 500ml,2026-06-06 18:08:00,Saturday,210.0,1,146
Lipton Green Tea Honey Lemon 25 Bags,2026-06-06 18:09:00,Saturday,155.0,1,128
Gowardhan Cow Ghee 1L,2026-06-06 18:09:00,Saturday,710.0,1,163
D-Mart Premia Jeera Rice 1kg,2026-06-06 18:15:00,Saturday,120.0,1,124
Amul Crunchy Peanut Butter 400g,2026-06-06 18:15:00,Saturday,175.0,1,113
Horlicks Classic Malt Jar 1kg,2026-06-06 18:16:00,Saturday,410.0,1,162
Maggi 2-Minute Masala Noodles 12-Pack,2026-06-06 18:20:00,Saturday,168.0,1,220
Parle Monaco Salted Biscuits 120g,2026-06-06 18:21:00,Saturday,25.0,2,247
Catch Black Pepper Powder 100g,2026-06-06 18:23:00,Saturday,75.0,1,113
Hit Flying Insect Killer Spray Red 400ml,2026-06-06 18:29:00,Saturday,220.0,1,122
D-Mart Premia Besan 1kg,2026-06-06 18:29:00,Saturday,90.0,1,141
Haldiram's Soan Papdi 500g,2026-06-06 18:29:00,Saturday,140.0,1,133
Haldiram's Panchrattan Mixture 400g,2026-06-06 18:31:00,Saturday,130.0,1,205
Saffola Gold Pro Healthy Oil 5L,2026-06-06 18:31:00,Saturday,850.0,1,102
Amul Gold Full Cream Milk 1L,2026-06-06 18:31:00,Saturday,66.0,1,232
MDH Chana Masala 100g,2026-06-06 18:35:00,Saturday,78.0,1,111
Odonil Bathroom Air Freshener Hanger,2026-06-06 18:36:00,Saturday,55.0,1,102
Pears Pure & Gentle Soap (125g x 3),2026-06-06 18:39:00,Saturday,225.0,1,129
Fortune Chakki Fresh Atta 10kg,2026-06-06 18:46:00,Saturday,490.0,1,258
Britannia Brown Bread 400g,2026-06-06 18:47:00,Saturday,50.0,1,291
Amul Gold Full Cream Milk 1L,2026-06-06 18:53:00,Saturday,66.0,1,231
Kurkure Masala Munch 90g,2026-06-06 19:02:00,Saturday,20.0,1,126
Compact Umbrellas Indian Monsoon Edition,2026-06-06 19:03:00,Saturday,299.0,2,283
Aashirvaad Atta Shudh Chakki 5kg,2026-06-06 19:06:00,Saturday,260.0,1,228
Haldiram's Khatta Meetha Mixture 400g,2026-06-06 19:06:00,Saturday,110.0,1,230
Ariel Complete Front Load 1kg,2026-06-06 19:15:00,Saturday,210.0,1,108
Wibs White Bread 400g,2026-06-06 19:16:00,Saturday,45.0,1,145
Parle Hide & Seek Chocolate Chips 120g,2026-06-06 19:18:00,Saturday,50.0,1,113
Paper Boat Anar Drink 250ml,2026-06-06 19:22:00,Saturday,40.0,2,160
Tata Salt Rock Salt 1kg,2026-06-06 19:26:00,Saturday,75.0,1,226
Balaji Wafers Simply Salted 100g,2026-06-06 19:28:00,Saturday,40.0,4,248
Lay's Classic Salted Potato Chips 90g,2026-06-06 19:29:00,Saturday,20.0,1,151
Lux Velvet Touch Soap (100g x 3),2026-06-06 19:30:00,Saturday,110.0,1,112
D-Mart Premia Toor Dal 1kg,2026-06-06 19:34:00,Saturday,170.0,1,124
D-Mart Premia Jaggery Powder 1kg,2026-06-06 19:35:00,Saturday,80.0,1,144
Lay's India's Magic Masala Chips 90g,2026-06-06 19:38:00,Saturday,20.0,1,159
Surf Excel Easy Wash Detergent 1kg,2026-06-06 19:38:00,Saturday,140.0,1,146
Bru Green Label Coffee 500g,2026-06-06 19:45:00,Saturday,180.0,1,141
Aashirvaad Atta Shudh Chakki 5kg,2026-06-06 19:46:00,Saturday,260.0,1,227
Cadbury Dairy Milk Silk Chocolate 150g,2026-06-06 19:46:00,Saturday,175.0,1,199
Daawat Rozana Super Basmati Rice 5kg,2026-06-06 19:48:00,Saturday,399.0,1,134
MTR Rava Idli Mix 500g,2026-06-06 19:49:00,Saturday,110.0,1,71
Ching's Schezwan Chutney 250g,2026-06-06 19:49:00,Saturday,85.0,2,146
Britannia Good Day Cashew Biscuits 200g,2026-06-06 19:52:00,Saturday,35.0,1,112
Amul Taaza Toned Milk 1L,2026-06-06 19:52:00,Saturday,56.0,1,178
Nescafe Classic Instant Coffee 100g,2026-06-06 19:53:00,Saturday,310.0,1,112
India Gate Basmati Rice Premium 1kg,2026-06-06 19:54:00,Saturday,110.0,1,73
Amul Cheese Spread Garlic 200g,2026-06-06 19:56:00,Saturday,120.0,1,174
Dhara Soyabean Refined Oil 1L,2026-06-06 19:58:00,Saturday,135.0,1,137
Lay's Classic Salted Potato Chips 90g,2026-06-07 08:00:00,Sunday,20.0,1,150
Bisleri Mineral Water Bottle 1L,2026-06-07 08:01:00,Sunday,20.0,1,349
MDH Pav Bhaji Masala 100g,2026-06-07 08:03:00,Sunday,78.0,1,138
D-Mart Premia Mustard Seeds (Rai) 200g,2026-06-07 08:05:00,Sunday,40.0,2,160
Amul Crunchy Peanut Butter 400g,2026-06-07 08:10:00,Sunday,175.0,1,112
Bru Green Label Coffee 500g,2026-06-07 08:11:00,Sunday,180.0,1,140
D-Mart Premia Camphor (Kapur) Tablets 50g,2026-06-07 08:12:00,Sunday,55.0,1,171
Mother Dairy Classic Dahi 400g,2026-06-07 08:13:00,Sunday,50.0,1,183
Thums Up Soft Drink 2L,2026-06-07 08:14:00,Sunday,95.0,1,210
Kurkure Masala Munch 90g,2026-06-07 08:14:00,Sunday,20.0,1,125
Bournvita Chocolate Nutrition Drink 1kg,2026-06-07 08:16:00,Sunday,430.0,2,131
Patanjali Dant Kanti Toothpaste 200g,2026-06-07 08:18:00,Sunday,95.0,1,142
Lux Velvet Touch Soap (100g x 3),2026-06-07 08:24:00,Sunday,110.0,1,111
Balaji Wafers Masala Masti 100g,2026-06-07 08:27:00,Sunday,40.0,1,139
Fortune Chakki Fresh Atta 10kg,2026-06-07 08:30:00,Sunday,490.0,3,255
Britannia NutriChoice Digestive 250g,2026-06-07 08:31:00,Sunday,65.0,1,128
Britannia Brown Bread 400g,2026-06-07 08:33:00,Sunday,50.0,1,290
Thums Up Soft Drink 2L,2026-06-07 08:34:00,Sunday,95.0,2,208
D-Mart Premia Walnuts (Akhrot) 250g,2026-06-07 08:34:00,Sunday,350.0,1,143
D-Mart Premia Chana Dal 1kg,2026-06-07 08:35:00,Sunday,95.0,2,118
Tata Salt Rock Salt 1kg,2026-06-07 08:40:00,Sunday,75.0,1,225
Lay's American Style Onion Cream 90g,2026-06-07 08:53:00,Sunday,20.0,1,75
Dhara Soyabean Refined Oil 1L,2026-06-07 08:54:00,Sunday,135.0,1,136
Sunfeast Dark Fantasy Choco Fills 300g,2026-06-07 08:56:00,Sunday,120.0,1,135
Britannia Brown Bread 400g,2026-06-07 08:57:00,Sunday,50.0,1,289
Tata Salt SuperLite 1kg,2026-06-07 08:59:00,Sunday,32.0,1,290
Aashirvaad Atta Shudh Chakki 5kg,2026-06-07 09:00:00,Sunday,260.0,2,225
Maaza Mango Drink 1.2L,2026-06-07 09:04:00,Sunday,75.0,1,108
Harpic Toilet Cleaner Original 1L,2026-06-07 09:08:00,Sunday,195.0,1,161
Tata Salt Rock Salt 1kg,2026-06-07 09:09:00,Sunday,75.0,1,224
Surf Excel Easy Wash Detergent 1kg,2026-06-07 09:18:00,Sunday,140.0,1,145
Pantene Hair Fall Control Shampoo 650ml,2026-06-07 09:18:00,Sunday,450.0,1,73
Dettol Cool Bathing Soap (125g x 3),2026-06-07 09:19:00,Sunday,170.0,2,124
Bingo Mad Angles Achari Masti 80g,2026-06-07 09:23:00,Sunday,20.0,1,85
Munch Chocolate Wafer Bar 15g,2026-06-07 09:24:00,Sunday,10.0,1,111
Real Fruit Power Mixed Fruit Juice 1L,2026-06-07 09:24:00,Sunday,120.0,1,131
D-Mart Premia Thick Poha 1kg,2026-06-07 09:26:00,Sunday,55.0,3,180
D-Mart Premia Urad Dal White split 1kg,2026-06-07 09:30:00,Sunday,150.0,1,92
Britannia Good Day Cashew Biscuits 200g,2026-06-07 09:36:00,Sunday,35.0,1,111
Maggi 2-Minute Masala Noodles 12-Pack,2026-06-07 09:36:00,Sunday,168.0,1,219
MDH Chana Masala 100g,2026-06-07 09:38:00,Sunday,78.0,1,110
Dabur Hajmola Anardana Tablets 120 tab,2026-06-07 09:38:00,Sunday,55.0,1,71
Godrej Aer Pocket Bathroom Air Fragrance,2026-06-07 09:40:00,Sunday,60.0,1,104
Everest Kashmiri Lalchili Powder 200g,2026-06-07 09:44:00,Sunday,120.0,1,161
Amul Gold Full Cream Milk 1L,2026-06-07 09:47:00,Sunday,66.0,1,230
Dabur Amla Hair Oil 275ml,2026-06-07 09:48:00,Sunday,115.0,1,156
Snickers Peanut Chocolate Bar 50g,2026-06-07 09:49:00,Sunday,50.0,1,137
D-Mart Premia Sugar 1kg,2026-06-07 09:49:00,Sunday,48.0,1,240
Balaji Wafers Simply Salted 100g,2026-06-07 09:49:00,Sunday,40.0,1,247
D-Mart Premia Rava (Suji) 1kg,2026-06-07 09:53:00,Sunday,60.0,1,87
Pillsbury Chakki Fresh Atta 5kg,2026-06-07 09:53:00,Sunday,255.0,1,160
Mother Dairy Classic Dahi 400g,2026-06-07 09:54:00,Sunday,50.0,1,182
MDH Sambhar Masala 100g,2026-06-07 09:58:00,Sunday,78.0,1,91
Bajaj Almond Drops Hair Oil 200ml,2026-06-07 09:58:00,Sunday,125.0,1,147
Dettol Bathing Soap (125g x 3),2026-06-07 09:59:00,Sunday,165.0,1,176
Haldiram's Gulab Jamun Tin 1kg,2026-06-07 09:59:00,Sunday,240.0,1,185
Kissan Mixed Fruit Jam 700g,2026-06-07 10:04:00,Sunday,220.0,1,126
Amul Masti Spiced Buttermilk 200ml,2026-06-07 10:05:00,Sunday,20.0,1,392
D-Mart Premia Cumin Seeds (Jeera) 200g,2026-06-07 10:06:00,Sunday,140.0,2,156
Amul Pure Cow Ghee 1L,2026-06-07 10:09:00,Sunday,680.0,1,171
Amul Cheese Spread Garlic 200g,2026-06-07 10:14:00,Sunday,120.0,1,173
D-Mart Premia Raisins (Kishmish) 250g,2026-06-07 10:15:00,Sunday,110.0,1,120
Maggi Hot & Sweet Chilli Tomato Sauce 1kg,2026-06-07 10:15:00,Sunday,170.0,1,179
D-Mart Premia Maida 1kg,2026-06-07 10:16:00,Sunday,45.0,1,108
Dove Intense Repair Shampoo 650ml,2026-06-07 10:17:00,Sunday,480.0,1,114
D-Mart Premia Fenugreek Seeds (Methi) 200g,2026-06-07 10:24:00,Sunday,45.0,2,118
Ching's Secret Hakka Noodles 150g,2026-06-07 10:24:00,Sunday,40.0,1,185
Maaza Mango Drink 1.2L,2026-06-07 10:27:00,Sunday,75.0,1,107
Bisleri Mineral Water Bottle 1L,2026-06-07 10:28:00,Sunday,20.0,2,347
Nivea Soft Light Moisturising Cream 200ml,2026-06-07 10:30:00,Sunday,290.0,1,142
Mother Dairy Classic Dahi 400g,2026-06-07 10:36:00,Sunday,50.0,1,181
Pillsbury Chakki Fresh Atta 5kg,2026-06-07 10:37:00,Sunday,255.0,1,159
D-Mart Premia Cinnamon Sticks (Dalchini) 100g,2026-06-07 10:39:00,Sunday,85.0,1,121
Balaji Wafers Simply Salted 100g,2026-06-07 10:39:00,Sunday,40.0,1,246
Cycle Three In One Agarbatti (Incense) 100 Sticks,2026-06-07 10:40:00,Sunday,70.0,2,159
Pril Lime Liquid Dishwash 425ml,2026-06-07 10:46:00,Sunday,105.0,1,173
Tata Salt Lite 1kg,2026-06-07 10:48:00,Sunday,28.0,1,234
Amul Vanilla Gold Ice Cream 1L,2026-06-07 10:55:00,Sunday,190.0,2,150
D-Mart Premia Sugar 1kg,2026-06-07 11:00:00,Sunday,48.0,1,239
D-Mart Premia Matki (Moth Beans) 1kg,2026-06-07 11:03:00,Sunday,120.0,2,142
D-Mart Premia Sugar 5kg,2026-06-07 11:06:00,Sunday,235.0,1,162
Paper Boat Aam Panna Drink 250ml,2026-06-07 11:07:00,Sunday,35.0,2,189
MDH Kitchen King Masala 100g,2026-06-07 11:08:00,Sunday,88.0,1,123
Maggi 2-Minute Masala Noodles 12-Pack,2026-06-07 11:18:00,Sunday,168.0,1,218
Act II Popcorn Golden Sizzle 90g,2026-06-07 11:19:00,Sunday,45.0,2,129
Nescafe Classic Instant Coffee 100g,2026-06-07 11:21:00,Sunday,310.0,1,111
Fortune Mustard Oil 1L,2026-06-07 11:22:00,Sunday,175.0,1,125
Amul Cheese Spread Garlic 200g,2026-06-07 11:23:00,Sunday,120.0,1,172
Parle Monaco Salted Biscuits 120g,2026-06-07 11:27:00,Sunday,25.0,2,245
Yippee Magic Masala Noodles 6-Pack,2026-06-07 11:36:00,Sunday,85.0,3,180
Ching's Secret Hakka Noodles 150g,2026-06-07 11:39:00,Sunday,40.0,1,184
Bisleri Mineral Water Bottle 1L,2026-06-07 11:40:00,Sunday,20.0,3,344
Fortune Chakki Fresh Atta 10kg,2026-06-07 11:40:00,Sunday,490.0,1,254
Rin Laundry Detergent Bar (4-Pack),2026-06-07 11:44:00,Sunday,40.0,1,115
Cadbury Dairy Milk Silk Chocolate 150g,2026-06-07 11:51:00,Sunday,175.0,3,196
Bru Green Label Coffee 500g,2026-06-07 11:51:00,Sunday,180.0,1,139
Lay's Classic Salted Potato Chips 90g,2026-06-07 11:52:00,Sunday,20.0,1,149
Amul Masti Spiced Buttermilk 200ml,2026-06-07 11:59:00,Sunday,20.0,1,391
5 Star Chocolate Bar 20g,2026-06-07 12:02:00,Sunday,20.0,1,159
Tata Tea Gold Leaf Tea 500g,2026-06-07 12:04:00,Sunday,240.0,1,139
Fortune Sona Masoori Rice 5kg,2026-06-07 12:09:00,Sunday,340.0,1,127
Amul Gold Full Cream Milk 1L,2026-06-07 12:09:00,Sunday,66.0,1,229
Thums Up Soft Drink 2L,2026-06-07 12:15:00,Sunday,95.0,1,207
Bagrry's Fruit & Fibre Muesli 400g,2026-06-07 12:16:00,Sunday,310.0,1,99
Mother Dairy Fresh Paneer 200g,2026-06-07 12:16:00,Sunday,90.0,1,126
Gillette Guard Safety Razor,2026-06-07 12:17:00,Sunday,25.0,1,105
Gemini Vanaspati Ghee 1L,2026-06-07 12:23:00,Sunday,120.0,1,177
Horlicks Classic Malt Jar 1kg,2026-06-07 12:24:00,Sunday,410.0,1,161
D-Mart Premia Masoor Whole 1kg,2026-06-07 12:25:00,Sunday,105.0,1,128
D-Mart Premia Almonds (Badam) 500g,2026-06-07 12:27:00,Sunday,450.0,2,142
Haldiram's Panchrattan Mixture 400g,2026-06-07 12:30:00,Sunday,130.0,2,203
Boost Health Drink Refill 500g,2026-06-07 12:30:00,Sunday,280.0,1,157
Kinley Water Bottle 1L,2026-06-07 12:30:00,Sunday,20.0,1,255
Cadbury Dairy Milk Family Pack 100g,2026-06-07 12:31:00,Sunday,100.0,1,204
Patanjali Aloe Vera Gel 150ml,2026-06-07 12:32:00,Sunday,110.0,1,161
Mother Dairy Classic Dahi 400g,2026-06-07 12:34:00,Sunday,50.0,1,180
Ching's Secret Hakka Noodles 150g,2026-06-07 12:38:00,Sunday,40.0,1,183
Everest Coriander Powder 200g,2026-06-07 12:50:00,Sunday,65.0,1,138
Amul Lassi Rose Flavour 200ml,2026-06-07 12:53:00,Sunday,25.0,1,157
Kinley Water Bottle 1L,2026-06-07 12:56:00,Sunday,20.0,1,254
D-Mart Premia Sugar 5kg,2026-06-07 13:01:00,Sunday,235.0,1,161
Ponds Dreamflower Talcum Powder 400g,2026-06-07 13:03:00,Sunday,295.0,2,157
Haldiram's Rasgulla Tin 1kg,2026-06-07 13:08:00,Sunday,240.0,1,79
Saffola Masala Oats Classic 500g,2026-06-07 13:11:00,Sunday,160.0,1,126
Gowardhan Cow Ghee 1L,2026-06-07 13:14:00,Sunday,710.0,1,162
Tata Salt Rock Salt 1kg,2026-06-07 13:15:00,Sunday,75.0,1,223
Lifebuoy Total 10 Soap (125g x 3),2026-06-07 13:16:00,Sunday,135.0,1,178
Paper Boat Aam Panna Drink 250ml,2026-06-07 13:17:00,Sunday,35.0,1,188
Tata Salt SuperLite 1kg,2026-06-07 13:17:00,Sunday,32.0,1,289
Frooti Mango Drink 1.2L,2026-06-07 13:17:00,Sunday,75.0,3,216
Fortune Sunflower Refined Oil 1L,2026-06-07 13:17:00,Sunday,145.0,1,112
Coca Cola Soft Drink 2L,2026-06-07 13:20:00,Sunday,95.0,1,148
Dabur Amla Hair Oil 275ml,2026-06-07 13:21:00,Sunday,115.0,1,155
Bikaji Bikaneri Bhujia 400g,2026-06-07 13:22:00,Sunday,105.0,1,112
Mother Dairy Classic Dahi 400g,2026-06-07 13:23:00,Sunday,50.0,1,179
Tropicana 100% Orange Juice 1L,2026-06-07 13:25:00,Sunday,125.0,1,157
Haldiram's Khatta Meetha Mixture 400g,2026-06-07 13:27:00,Sunday,110.0,2,228
Ching's Dark Soy Sauce 200g,2026-06-07 13:28:00,Sunday,55.0,2,120
Dabur Apis Himalaya Honey 500g,2026-06-07 13:32:00,Sunday,215.0,1,143
Amul Masti Spiced Buttermilk 200ml,2026-06-07 13:37:00,Sunday,20.0,3,388
Haldiram's Soan Papdi 500g,2026-06-07 13:40:00,Sunday,140.0,1,132
Vicco Vajradanti Toothpaste 200g,2026-06-07 13:42:00,Sunday,140.0,1,136
Dettol Liquid Handwash Original Refill 1.5L,2026-06-07 13:42:00,Sunday,230.0,1,145
Kellogg's Corn Flakes Original 475g,2026-06-07 13:43:00,Sunday,220.0,1,108
Amul Masti Spiced Buttermilk 200ml,2026-06-07 13:44:00,Sunday,20.0,1,387
D-Mart Premia Sugar 1kg,2026-06-07 13:48:00,Sunday,48.0,1,238
Compact Umbrellas Indian Monsoon Edition,2026-06-07 13:48:00,Sunday,299.0,1,282
Amul Masti Spiced Buttermilk 200ml,2026-06-07 13:50:00,Sunday,20.0,1,386
Limca Lime Lemon Drink 2L,2026-06-07 13:51:00,Sunday,95.0,1,128
Fortune Rice Bran Health Oil 1L,2026-06-07 13:51:00,Sunday,165.0,1,131
Cadbury Dairy Milk Family Pack 100g,2026-06-07 13:52:00,Sunday,100.0,2,202
Ching's Schezwan Chutney 250g,2026-06-07 13:54:00,Sunday,85.0,1,145
Saffola Masala Oats Classic 500g,2026-06-07 13:55:00,Sunday,160.0,1,125
Balaji Wafers Simply Salted 100g,2026-06-07 13:55:00,Sunday,40.0,2,244
Aashirvaad Rava Idli Mix 500g,2026-06-07 13:59:00,Sunday,115.0,1,160
Kwality Walls Vanilla Tub 700ml,2026-06-07 14:00:00,Sunday,140.0,1,108
Kissan Mixed Fruit Jam 700g,2026-06-07 14:02:00,Sunday,220.0,1,125
Amul Gold Full Cream Milk 1L,2026-06-07 14:09:00,Sunday,66.0,1,228
Amul Lassi Rose Flavour 200ml,2026-06-07 14:09:00,Sunday,25.0,1,156
Gits Gulab Jamun Mix 200g,2026-06-07 14:12:00,Sunday,115.0,3,125
Britannia Bourbon Cream Biscuits 150g,2026-06-07 14:13:00,Sunday,30.0,1,141
Boost Health Drink Refill 500g,2026-06-07 14:15:00,Sunday,280.0,1,156
Colgate ZigZag Medium Toothbrush (Buy 2 Get 1),2026-06-07 14:20:00,Sunday,70.0,1,89
Lipton Green Tea Honey Lemon 25 Bags,2026-06-07 14:20:00,Sunday,155.0,1,127
Ching's Schezwan Chutney 250g,2026-06-07 14:27:00,Sunday,85.0,1,144
Kinley Water Bottle 1L,2026-06-07 14:33:00,Sunday,20.0,3,251
Lizol Floor Cleaner Citrus 1L,2026-06-07 14:34:00,Sunday,215.0,1,136
Wibs White Bread 400g,2026-06-07 14:35:00,Sunday,45.0,1,144
Kwality Walls Vanilla Tub 700ml,2026-06-07 14:37:00,Sunday,140.0,1,107
Haldiram's Panchrattan Mixture 400g,2026-06-07 14:38:00,Sunday,130.0,3,200
Haldiram's Khatta Meetha Mixture 400g,2026-06-07 14:38:00,Sunday,110.0,2,226
D-Mart Premia Kolam Rice 10kg,2026-06-07 14:47:00,Sunday,650.0,1,89
D-Mart Premia Besan 1kg,2026-06-07 14:48:00,Sunday,90.0,1,140
Bru Instant Coffee Jar 100g,2026-06-07 14:50:00,Sunday,290.0,1,106
Surf Excel Easy Wash Detergent 1kg,2026-06-07 14:50:00,Sunday,140.0,1,144
D-Mart Premia Sesame Seeds White (Til) 200g,2026-06-07 14:52:00,Sunday,90.0,1,146
D-Mart Premia Sugar 1kg,2026-06-07 14:53:00,Sunday,48.0,3,235
Vim Dishwash Bar 300g,2026-06-07 14:54:00,Sunday,30.0,1,136
Real Fruit Power Mixed Fruit Juice 1L,2026-06-07 14:54:00,Sunday,120.0,1,130
Paper Boat Anar Drink 250ml,2026-06-07 14:55:00,Sunday,40.0,3,157
Tata Salt Lite 1kg,2026-06-07 14:57:00,Sunday,28.0,1,233
Nescafe Classic Instant Coffee 100g,2026-06-07 14:58:00,Sunday,310.0,1,110
Fortune Sona Masoori Rice 5kg,2026-06-07 15:03:00,Sunday,340.0,1,126
Fanta Orange Soft Drink 2L,2026-06-07 15:04:00,Sunday,95.0,1,132
Pass Pass Mouth Freshener 100g,2026-06-07 15:06:00,Sunday,50.0,1,140
Clinic Plus Strong & Long Shampoo 650ml,2026-06-07 15:09:00,Sunday,325.0,1,76
Fortune Kachi Ghani Mustard Oil 1L,2026-06-07 15:12:00,Sunday,180.0,1,84
D-Mart Premia Kala Chana 1kg,2026-06-07 15:13:00,Sunday,85.0,1,92
Kellogg's Corn Flakes Original 475g,2026-06-07 15:13:00,Sunday,220.0,1,107
Homelite Safety Matchbox (10-Pack bundle),2026-06-07 15:20:00,Sunday,20.0,2,139
Kurkure Masala Munch 90g,2026-06-07 15:28:00,Sunday,20.0,1,124
Britannia Bourbon Cream Biscuits 150g,2026-06-07 15:30:00,Sunday,30.0,1,140
Tata Salt SuperLite 1kg,2026-06-07 15:32:00,Sunday,32.0,2,287
Ariel Complete Front Load 1kg,2026-06-07 15:40:00,Sunday,210.0,1,107
Quaker Instant Oats 1kg,2026-06-07 15:42:00,Sunday,190.0,1,90
Haldiram's Bhujia Sev 400g,2026-06-07 15:43:00,Sunday,110.0,2,83
Balaji Wafers Simply Salted 100g,2026-06-07 15:47:00,Sunday,40.0,1,243
Frooti Mango Drink 1.2L,2026-06-07 15:49:00,Sunday,75.0,2,214
Dabur Hajmola Regular Tablets 120 tab,2026-06-07 15:51:00,Sunday,50.0,2,124
Dove Intense Repair Shampoo 650ml,2026-06-07 15:51:00,Sunday,480.0,1,113
Lay's Classic Salted Potato Chips 90g,2026-06-07 15:58:00,Sunday,20.0,1,148
Real Fruit Power Mixed Fruit Juice 1L,2026-06-07 16:02:00,Sunday,120.0,1,129
D-Mart Premia Sabudana 500g,2026-06-07 16:04:00,Sunday,50.0,1,178
Tata Salt Rock Salt 1kg,2026-06-07 16:05:00,Sunday,75.0,1,222
Bajaj Almond Drops Hair Oil 200ml,2026-06-07 16:05:00,Sunday,125.0,1,146
Knorr Sweet Corn Veg Soup 50g,2026-06-07 16:05:00,Sunday,35.0,1,114
Dettol Liquid Handwash Original Refill 1.5L,2026-06-07 16:07:00,Sunday,230.0,1,144
Sprite Soft Drink 2L,2026-06-07 16:10:00,Sunday,95.0,1,134
Amul Masti Spiced Buttermilk 200ml,2026-06-07 16:13:00,Sunday,20.0,3,383
Tropicana 100% Orange Juice 1L,2026-06-07 16:14:00,Sunday,125.0,1,156
Haldiram's Gulab Jamun Tin 1kg,2026-06-07 16:17:00,Sunday,240.0,1,184
Lifebuoy Total 10 Soap (125g x 3),2026-06-07 16:19:00,Sunday,135.0,1,177
Daawat Rozana Super Basmati Rice 5kg,2026-06-07 16:19:00,Sunday,399.0,1,133
Parle Hide & Seek Chocolate Chips 120g,2026-06-07 16:24:00,Sunday,50.0,1,112
Amul Cheese Block 200g,2026-06-07 16:26:00,Sunday,135.0,1,143
D-Mart Premia Pistachios (Pista) 250g,2026-06-07 16:27:00,Sunday,310.0,1,108
Amul Taaza Toned Milk 1L,2026-06-07 16:31:00,Sunday,56.0,2,176
Kinley Water Bottle 1L,2026-06-07 16:34:00,Sunday,20.0,1,250
